u0_atom,molecules
-1639.58,C1CCNCC1
-1374.99,CC1CON=CO1
-1781.18,C=C1CNC(=N)C1
-1165.21,C1=NN=CC2OC12
-1654.22,CC12CNCC1N2
-1620.54,CC1(CN)CC1
-1306.5,C1=NNC2COC12
-1547.66,CO[N][CH]C1CC1
-1421.14,O=CN1CC1CO
-1545.06,CNc1cc[nH]c1
-1582.46,NC1C2COCC12
-1455.95,CC#CC1CC1
-1483.97,OC1CC2CC1N2
-1239.32,O=S1(=O)C=CC=N1
-1648.0,CC1(CO)CCO1
-1856.83,C1CCCOCC1
-1657.66,C=C1C=CC(N)C1
-1584.73,CC1(O)C=CC=C1
-1609.81,CC1CN2CC1C2
-1456.39,N=CNC1COC1
-1699.17,CNC1CC1OC
-1314.5,C#CCC1CN1
-1312.75,NC1=CC=NOC1
-1612.58,C=C(C)C1NC1C
-1157.14,O=C1C=CC=C1
-1746.04,O=C1CCCCC1
-1357.4,CN1CCC=N1
-1256.58,O=C1CCC=NN1
-1848.81,CC(C)C1(O)CC1
-1425.3,C=C1CC=NOC1
-1622.65,NC12C=CC(C1)C2
-1158.39,CCc1cnsn1
-1837.65,COC1(C)CC1C
-1771.35,C=CC1CCC1C
-1120.81,N#CC1C=NN=C1
-1594.95,O=C1CCC2CC12
-1853.06,CC1CC(C)(C)O1
-1311.86,CN1CCC1=O
-1229.6,CC1CS(=O)(=O)C1
-1660.25,C=C1CNCC1N
-1599.82,CC1=CC(N)CO1
-1771.14,CN(C)CC1CN1
-1462.95,S=C1NC2CC2N1
-1389.39,O=C1CCC2OC12
-1837.87,COC(C)C1CC1
-1546.19,Cn1ccc(N)c1
-1510.24,CC1OCC2OC12
-1599.99,C#CC1CC1C=C
-1791.1,NC12CCCC1C2
-1650.6,CC1(C)OCC1O
-1508.09,CC1OC2CC2O1
-1254.55,Cc1cc(=N)s[nH]1
-1653.5,C=C1C=CCC=C1
-1587.54,C=C1C=COC1C
-1650.82,CC1OCC1(C)O
-1909.79,C#CC1CCNC1
-1418.13,CC1=CC(N)C=C1
-1911.07,CCNCC1CC1
-1319.98,Cc1c[nH]oc1=N
-1707.6,COC1CC1(C)N
-1771.04,CC12CCN(C1)C2
-1606.3,CC1CN1C1CC1
-1719.54,CC1(O)CC1CN
-1916.3,CCC1NC1CC
-1395.16,C=C1CC(=O)CO1
-1639.97,C1CN2CC(C2)N1
-1668.94,OC1CCC(O)C1
-1713.98,CNC1CC1(C)O
-1341.75,C#CC1OCC1O
-1390.23,CC1CCC=NN1
-1511.32,C=CC1COCO1
-1343.02,[CH2][N]OC1COC1
-1679.81,CC1(N)CC(N)C1
-1580.39,C1=COC=CCC1
-1423.14,CC(=O)C1CC1
-1786.7,NCCC1CC1N
-1304.71,CCc1ccsc1
-1316.19,Cc1nonc1C
-1524.55,Cc1[nH]ccc1N
-1339.89,C#CC1(O)COC1
-1387.37,Cc1ccc[nH]1
-1622.21,CC1(C)CC1N
-1242.64,C1=CC2CC2C=C1
-1849.57,CC(O)C1CC1C
-1476.22,O=CC1CN=CN1
-1485.72,C=C1CC=CC1
-2045.45,CCC1CC1CC
-1511.77,CCc1cc[nH]c1
-1228.4,O=C1CCC1O
-1301.43,Cc1c[nH]c(=O)o1
-1524.31,[NH][C]1CCC2CN12
-1472.6,C1CCCC1
-1437.4,CN1C=NCCO1
-1725.96,C=C1CCC(O)C1
-1145.25,[CH]1N[N][C]2OC[C]12
-1838.28,COCC1(C)CC1
-1527.51,CC1(O)CC(=O)C1
-1423.21,CC1=NNC(C)C1
-1347.54,N#CC1CNC1=O
-1579.47,C=CC(=O)C1CC1
-1166.55,O=S1(=O)CC=CC1
-1942.37,NC1CCCCC1
-1393.07,O=CC1=CCCO1
-1616.39,CCNC1CC1
-1662.97,C=C1CNN=C1C
-1585.4,CNC1CCC1=O
-1650.66,NC12CC=CC1C2
-1205.43,[NH][C](CO)N1CC1
-1647.27,OCC1CC(O)C1
-1769.53,CC#CC1CC1N
-1518.02,C1=NCCC2CN12
-1715.55,C1=CCCOCC1
-1650.84,CC1OC(C)C1O
-1406.1,O=C1CC2CC2O1
-1529.77,NC1COCOC1
-1608.86,C=CC#CC1CC1
-1621.71,O=CN1CCC1=O
-1584.85,C=C1OC=CC1C
-1430.64,CC1C=CCC1N
-1783.97,CC(N)CC1CN1
-1249.43,CC1CS([O])([O])O1
-1607.62,CC(C)C1CN1C
-1285.95,[CH]1N[CH][C]2OC[C]12
-1700.93,C=CC1CCC1O
-1923.88,CCC1C=CCC1
-1911.76,CCCNC1CC1
-1506.22,CN1CCNC1=O
-1716.27,COC1CC=CC1
-1594.39,C=C1OCCC1N
-1894.87,CCC1CN1CC
-1453.11,CC1CCC1
-1794.67,NCC1CC=CC1
-1237.65,O=C1CCOC1
-1720.99,CC1CC1(O)CN
-1492.77,OC1CC1C1CO1
-1096.2,O=S1(=O)CCCC1
-1780.77,Cc1cc[nH]c1C
-1408.29,CC1=CS[C]([NH])N1
-1899.39,C=CC1CC1CC
-1511.16,O=CCC1COC1
-1584.42,NCC1(N)COC1
-1785.82,C=C1CCN(C)C1
-1239.84,COc1cccs1
-1639.2,NCC=CC1CN1
-1568.18,Cc1cc(C)[nH]n1
-1935.49,NCC1CCCC1
-1515.27,O=CCC1CC1O
-1259.83,O=C1CCCO1
-1701.34,C=CC1(O)CCC1
-1630.89,COC1(OC)CC1
-1768.92,O=C1C=CCN1O
-1446.33,CCc1ccsn1
-1565.31,CC1OC1C1CN1
-1473.54,C#CC1CCC1C
-1331.79,C1=CCCC1
-1793.18,O=C1C=CCNN1
-1315.35,NCc1ccsc1
-1916.74,CC1=NN=CCC1
-1324.02,CC1(C)CN1
-1543.54,CC1C2C=CC1O2
-1785.3,CC1CC2CC2N1
-1412.87,NCC1COC1=O
-1159.21,N#CC1CC1O
-1656.57,CC1COCCO1
-1524.13,C=C1COC(C)O1
-1450.75,O=CCNC1CC1
-1472.6,CN1CCC(=O)N1
-1610.23,CC1CC(=O)CN1
-1471.71,C=CN1CCC1=O
-1517.56,CCC#CC1CN1
-1434.08,O=C1CCNC1=O
-1596.37,CC1=COCC1N
-1148.58,CC1CC(CN)C1
-1257.54,O=CC1NC1CO
-1522.29,OCC1=CCCO1
-1245.87,OCc1cnsc1
-1499.71,C=CC1OCC1O
-1365.17,C1COCOC1
-1613.17,CC(C)N1CC1
-1275.55,CN1CCNC1=S
-1582.13,OC12CCN(C1)C2
-1711.83,CC1CN1CCO
-1317.5,[CH2][N]N1CCC1=O
-1509.43,C1=NNC2(C1)CC2
-1926.01,CC1=CCCC1C
-1705.49,CNCC1COC1
-1719.65,CC(O)C1(C)CN1
-1546.45,C#CC1(O)CCC1
-1548.18,N=C1CCC=CN1
-1318.58,CCc1cnsc1
-1628.19,CC1C=CCC1
-1283.02,O=C1CCCON1
-1716.2,CC1(O)CCC1N
-1534.8,C1C2NC3CC3C12
-1574.79,CC1=CC2CC2O1
-1211.56,C=C1C=NNC1=O
-1549.15,OCC1CCC1
-1583.83,C=CC1=CCCO1
-1255.13,C=C1CCNC1=N
-1485.95,O=C1C=CN2CC12
-2044.96,CC(C)CC1CC1
-1938.48,C=C1CCNC1C
-1421.2,Cc1csnc1N
-1552.97,C1OCC1N1CC1
-1573.34,CC1COS1([O])[O]
-1318.24,ON=C1C=CNC1
-1153.3,CC1CCCNC1
-1554.85,O=CNC1CCC1
-1444.11,Cc1ccn(O)c1
-977.67,c1ccsc1
-1302.5,ON1C=NCCC1
-1063.44,N#CC1CC1
-1493.62,C=C1CC2CC1C2
-1651.87,CCC1C(C)N1C
-1638.95,COCC1(O)CC1
-1839.85,COC1(C)CCC1
-1490.06,C#CC1=CCC=C1
-1659.18,NN=C1CCCC1
-1849.16,CCC1CC(C)O1
-1419.26,C1CC2OC2C1
-1749.64,CC1C(C)C1C
-1626.31,[CH2][N]NCC1CC1
-1587.8,NC1CC2OC2C1
-1792.2,CC1=C(C)CC=C1
-1710.63,CC1(C=O)CCC1
-1215.35,Oc1ccc(O)[nH]1
-1841.79,CCC1C(C)C1O
-1571.73,C=CC1CC1C=O
-1634.2,Cc1cnn(C)c1
-1508.99,CC1COC1C=O
-1723.48,C1CNCCOC1
-1356.07,OC1CCC1O
-1529.25,O=COCC1CC1
-1521.71,NN=C1C=CCC1
-1450.54,N#CCC1COC1
-1446.62,CC1CN1NC=O
-1352.8,Nc1[nH]ccc1O
-1610.14,CC#CCN1CC1
-1356.66,NC1C=CC=C1
-1793.25,CC1(N)C=CCC1
-1514.55,C=C1C=NN(C)C1
-1722.95,CCC1=COCC1
-1176.14,O=C1NC=CCO1
-1511.47,C1=NN=CCCC1
-1789.03,CNC1CC=CC1
-1580.81,NC1CC(O)C1N
-1384.18,C=C1OC=CC1O
-1917.84,CCC1(N)CC1N
-1612.25,CCC1CC(=O)N1
-1638.39,NC12CCN(C1)C2
-1619.05,NCC#CC1CC1
-1660.86,C1C2CC3C1N3C2
-1772.45,C=CC(N)C1CC1
-1110.11,CNC(=S)N1CC1
-1803.45,CC1CNCC1C
-1577.09,CN1CC1CC=O
-1611.5,C#CC(=C)C1CN1
-1599.06,C=C1CCC(=O)C1
-1661.64,CC1CCOCO1
-1628.14,CN[N][CH]C1CC1
-1243.33,COc1cnoc1
-1453.98,N=C(N)C1CC1O
-1386.43,NCC1=COCO1
-1273.24,C1=CC2OC2C1
-1500.15,OC1C2COC1C2
-1497.78,C=CC1C(O)C1O
-1513.21,CC12COCC1O2
-1409.92,C#CC1OCC1N
-1123.47,OCc1ccno1
-1800.01,CC1CNC(C)C1
-1461.29,CC1NN=CC1O
-1527.58,CC1OC=CC1O
-1697.99,C=CC1COC1C
-1559.6,CC1CCC(=O)O1
-1632.17,C1=CCCCC1
-1917.37,CCC1CC1C#N
-1040.33,C#Cc1nnco1
-1583.22,CCC1NC1C=O
-1787.96,CC1CC1(N)CN
-1614.05,CC1C2C=CC1N2
-1453.64,C=C1OC=CC1N
-1706.05,COCC1NC1C
-1351.42,CC1OCC1O
-1514.83,O=CC(O)C1CN1
-1327.94,Cc1cc(C)sn1
-1474.93,CNC(=O)N1CC1
-1211.08,Cc1nscc1N
-1660.28,CC1=NNC2CC12
-1455.5,CN1CC(O)C=N1
-1210.11,O=CC1=CNCC1
-1346.23,OCC1COC1
-1584.43,CNC1C=COC1
-1342.1,O=C1NCC1CO
-1656.49,NC1CC2NC2C1
-1285.83,O=CCC1CN1
-1699.58,C=CCC1CCO1
-1386.11,Cc1cc[nH]c1
-1362.56,O=C1NC=CC1O
-1571.69,[CH2][N]NC1CC1O
-1317.17,C#CC1NC1C
-1518.51,OC1CC2OC2C1
-1906.86,CNC1CCC1C
-1445.73,Cc1csc(C)c1
-1911.44,CNC1C(C)C1C
-1421.58,CC1=CC(=O)OC1
-1787.53,NCC(N)C1CC1
-1461.54,O=CC1=NNCC1
-1567.71,C#CC(O)C1CN1
-1289.94,C=C1C=CCO1
-1399.78,O=CNCC1CC1
-1722.95,CC1=COCC1C
-1780.42,C1=CC=CCC=C1
-1155.53,C1CCC1
-1512.58,CC12CC1C=NN2
-1462.38,CC1(O)C=NNC1
-1513.3,C=CC1OCCO1
-1641.44,NC1CC2CC1N2
-1772.08,CNCC1CN1C
-1667.33,NC1C=CCC1N
-1796.24,NCC1=CCCC1
-1518.88,C=C1C=NNCC1
-1464.48,C=CC1CC(=O)N1
-1539.33,CCC1(CN)CC1
-1592.0,O=CC1C=CCC1
-1410.15,C1CC2CC1O2
-1307.72,CN1O[CH]C=C1[NH]
-2047.12,CC1CC(C)C1C
-1368.94,O=C1C=CNCC1
-1456.53,Cc1cccn1C
-1094.86,O=S1(=O)CCNC1
-1547.79,CC12C=CC(C1)O2
-1580.76,COC1=CCC=C1
-1541.37,C#CC1OCC1C
-1544.93,[NH]C1=C[CH]CCN1
-1575.22,COC1C(N)C1N
-1721.82,N#CCOC1CC1
-1359.04,NC1C=CNC1=O
-1507.08,COC1CC1C=O
-1761.54,C=CC=CC1CC1
-1794.78,NCC1C=CCC1
-1574.87,O=CC=CC1CC1
-1843.18,CC(C)C1CC1O
-1445.0,N=C1CC=CN1O
-1781.29,CC1C2CCNC12
-1602.05,C=C1CCCC1=O
-1437.89,CC1=CC(N)CC1
-1546.92,CC#CC1COC1
-1354.98,CCC(C)C1CN1
-1352.8,C#CC1OCCO1
-1527.77,CC1C2N=CNC12
-1717.69,CC1(C)C(N)C1O
-1321.12,CCC1CN1
-1567.33,C=C1COC2CC12
-1849.38,CC1OC(C)C1C
-1900.22,C=CC(C)C1CC1
-1705.29,COC1CCC1N
-1503.32,CC1C2OCOC12
-1302.61,CC1CCC1C#N
-1721.0,CC1(N)CC1(C)O
-1609.38,CNC(=O)C1CC1
-1265.8,Cc1cc(O)on1
-1152.69,N#CC1COC1
-1363.99,C1=NNCCC1
-1722.42,CC1(C)C=COC1
-1651.27,C1COCCOC1
-1497.58,C1=NN2CC2CC1
-1803.14,NCC1CCCN1
-1543.16,C1NCC2OCC12
-1578.77,CC1C(C=O)N1C
-1289.46,C1=COC=CC1
-1579.47,C=C1CC=COC1
-1285.91,C1=CCOC=C1
-1526.57,CC1=COCC1O
-1604.07,C=CCC1CC1
-1446.98,CC1CC(N)C1C
-1612.44,CCCC1(C)CN1
-1417.58,CC1(CO)CN1
-1298.68,CC1CC=CCN1
-1448.92,ON=C1CCCO1
-1324.08,CC1CC1N
-1583.54,OC12CCNC1C2
-1320.55,CC1=NN=CC1O
-1349.17,CC1(O)COC1
-1298.52,O=CNNC1CC1
-1240.22,O=C1C=CC2OC12
-1120.22,OCC1CN1
-1304.91,OC1CN=CNC1
-1214.63,C#CC1=COCO1
-1373.65,CN1C=NCC1
-1255.94,Cc1cc[nH]n1
-1701.53,C=C(C)C1CCO1
-1521.24,CN1C=NC2CC21
-1245.71,N#CC1CN1C=N
-1545.09,C#CC1COC1C
-1444.63,Cc1ccc(C)s1
-1457.06,OC=C1C=NN=C1
-1786.19,CC12CC1CCN2
-1288.11,CC1NC1C=O
-1616.05,C#CCC1CC1N
-1514.99,NC1C=CC2NC12
-1188.12,Oc1ccc[nH]1
-1531.96,CC1C=NNC1C
-1351.87,Oc1cccnn1
-1563.08,C1CC(C2CO2)N1
-1763.88,CC=CCN1CC1
-1926.84,CCC1=CCCC1
-1347.37,O=C1NCC2CC12
-1487.82,CC(N)C1CN1
-1224.46,N#CCC1CN1
-1517.85,O=CC1CCC1O
-1770.53,C=CC1CC1CN
-1545.88,CC1C=CCCN1
-1643.82,C=C1CC2NC2C1
-1580.61,C=C1CC=CCO1
-1359.05,N#CC1CCC1
-1743.6,CC1CCC(=O)C1
-2045.81,CCC1(CC)CC1
-1623.49,CC=CC1CC1N
-1309.33,OC1C2C=CC1N2
-1724.9,CC1C=COC1C
-1696.59,CC1OC1C1CC1
-1917.04,CC=CC1NC1C
-1318.73,CNC1CC1
-1659.13,CCC1COCO1
-1123.86,O=S1(=O)CCC1
-1549.0,Nc1cscc1O
-1515.86,CCN1CC1C#N
-1714.71,CC1CCC1C=O
-1344.79,C#CC1C(O)C1O
-1613.82,CNCC1CC1
-1924.09,C=C1CCCC1C
-1509.54,C1CC2(CO1)CO2
-1574.49,OC1C2C=CCC12
-1580.63,NC1COC2CC12
-1910.97,CNC(C)C1CC1
-1241.88,ON=C1CCOC1
-1242.44,O=C1COCCN1
-1847.5,CC(O)C1CCC1
-1447.74,CC1=NCCN1O
-1390.24,OC1C=COC=C1
-1705.73,COCC1(C)CN1
-1347.17,Cn1nccc1O
-1528.39,OC1C=CCC1O
-1777.57,CNC1CC(N)C1
-1580.26,NC1C2CCOC12
-1422.49,[CH2][N]NC1COC1
-1726.04,CC1C=CC(O)C1
-1163.99,Cc1ccno1
-1561.96,Nc1ccccc1
-1459.06,C#CC1C(C)N1C
-1783.05,CCNC1CC1N
-1541.69,COC1CCC1
-1644.84,C1=CC2CC2NC1
-1744.84,CC1CNCC1N
-1515.24,COC1CC(=O)C1
-1920.36,OCC1NC1CO
-1776.32,NCCCN1CC1
-1320.04,C#CC1CN1[N][CH2]
-1328.7,OCC#CC1CN1
-1797.46,CC1(N)CCC1N
-1417.04,OCCC1CN1
-1363.65,CC1COCO1
-1708.98,CNC1(C)CC1O
-1695.82,COC=CC1CC1
-1581.83,CC(=O)C1CN1C
-1639.14,C1=CC2CCN2C1
-1546.36,CCC1CC1O
-1776.84,CC1C2CNC1C2
-1309.94,C=C1CON=CN1
-1837.51,COCC1CC1C
-2064.84,CCC1CCCC1
-1288.11,C=C1CC=CO1
-1571.14,OC1CCCC1
-1696.12,CC1(C2CC2)CO1
-1626.96,C=C1CCCC1
-1912.27,C#CC(C)C1CN1
-1444.86,C1=CC2NC2CO1
-1376.16,C1=NOC2CC2C1
-1375.43,N#CC=CN1CC1
-1605.99,CC1CC=CC1=O
-1482.8,C1CC2CC1N2
-1902.82,CC=C(C)C1CC1
-1720.34,CC(=O)C1CC1C
-1633.1,COCC1CC1O
-1625.29,CC[CH][N]N1CC1
-1486.36,CN1C=CCC1=O
-1589.87,CCc1nncs1
-1750.53,CCC1CC1C
-1521.81,CNC1CC1C#N
-1389.47,O=CC1CC1C=O
-1487.22,CN1CC=CC1=O
-1311.31,CCc1cn[nH]c1
-1406.56,CN1CC1C(=O)O
-1440.98,Nc1csc(O)c1
-2065.25,CC1(C)CCCC1
-1585.36,CC=C1C=COC1
-1839.45,CCOCC1CC1
-1553.26,S=C1NC=CCN1
-1341.96,C#C[C]([NH])N1CC1
-1221.82,CC1=COCO1
-1488.77,C1OCC1C1CO1
-1749.36,CCCC1CC1
-1430.95,N[N][CH]C1CCO1
-1339.2,CN=c1[nH]cco1
-1657.65,N=CNC1CCC1
-1456.42,O=C1OCC2NC12
-1374.66,O=Cc1ccno1
-1490.51,CC1C=CNC1=O
-1548.81,[CH2][N]OC1CCC1
-1433.7,C1C2NC2C2OC12
-1699.28,C=CC1C(C)C1O
-1502.63,Cc1c[nH]c(N)c1
-1666.59,OC1CCOCC1
-1520.53,C1=NCC2CCN12
-1901.58,CC1CC1N(C)C
-1413.13,O=C1C=CCCO1
-1788.8,NC1CC2CC2C1
-1589.11,CC(=O)CC1CN1
-1242.47,COC1CC1
-2044.34,CCCC1CCC1
-1445.16,O=CC1CC(=O)N1
-1336.85,Cc1conc1N
-850.55,c1cnsc1
-1324.01,CC1CC(C)C1N
-1649.24,OCC1CCC1O
-1613.21,C1C2CC1N1CC21
-1558.57,C=C1CC2CC1O2
-1426.86,C1=NOC2CCC12
-1416.59,CC1C(N)C1O
-1521.01,OCC1C=COC1
-1369.73,OCc1cccs1
-1897.95,CC1CC1C1CC1
-1029.75,NC1CC1
-1640.23,[CH2][N]N1CCCC1
-1839.26,COC1CCC1C
-1666.96,C1NC2CNC1C2
-1305.16,N=C1C=CCON1
-1715.01,CC(C=O)C1CC1
-1767.66,CC=C(C)C1CN1
-1641.02,NC(CO)C1CN1
-1720.62,C=C1CCOC1C
-1615.57,ON=C1CCCN1
-1191.04,CC1=CCC2CC12
-1659.96,C=C1C=CCC1=C
-1376.82,c1n[nH]c2c1CC2
-1718.87,CC1(O)CC(N)C1
-1714.74,NCCC1CCO1
-1213.24,C1=NNC2CC12
-1388.27,O=CC(=O)C1CC1
-1576.49,CC1CN1CC=O
-1840.87,CCOC1CCC1
-1584.58,CC1C(C)N1C=O
-1255.84,C1=NNC2CC2O1
-1217.97,CN1CC1C#N
-1353.03,Cc1nnc(C)o1
-1369.8,N=C(N)C1CC1
-1556.99,CC1COC(=O)C1
-1637.38,CC1CCCN1
-1582.17,CC1C(=O)CN1C
-1644.06,CCC1(N)CC1C
-1520.18,OC1C=CCOC1
-1655.54,CC1NCCC1N
-1866.95,CC1CCCC1O
-1609.94,CCN1CCC1=O
-1611.63,C1NCC2NCC12
-1750.87,CCC#CC1CC1
-1643.94,CC(O)C1COC1
-1772.93,CC1CC2CC1N2
-1622.4,CC1C(N)C1CN
-1585.6,C1C2CC3C1C3O2
-1548.8,CC#CC1CC1O
-1498.52,C=CC1CC=NN1
-1660.99,CCC1OCCO1
-1516.27,C=C1COCOC1
-1344.54,Nn1cccc1O
-988.51,O=CC1CN1
-1592.66,CC1NC(C)C1=O
-1441.45,C1=NOCCCN1
-1489.72,C=C1CCNC1=O
-1790.57,CC1=CCC=CC1
-1785.84,CC12CCNC1C2
-1713.32,CC1C(O)C1(C)N
-1378.13,[CH]1C=NN2CC[C]12
-1406.44,O=C1C=CCC1O
-1646.91,CC1=CC2NC2C1
-1251.2,N#CC1NC1CO
-1447.47,Cc1c[nH]sc1=O
-1761.19,C=CCCN1CC1
-1631.65,C[CH][N]NC1CC1
-1275.91,Cc1cccs1
-725.93,C1CN1
-1718.24,CC(N)C1CC1O
-1441.52,C1=CC2NCC2O1
-1714.78,CC1CCC2OC12
-1910.33,O=C1CNCCN1
-1665.06,N#CC(O)C1CC1
-1314.33,C=Cc1ccon1
-1846.74,CC(CO)C1CC1
-1641.79,CN1CC2NC2C1
-1772.5,CNC1CCC1N
-1645.94,CC1OCC1CO
-1933.2,CCC1(NC)CC1
-1118.32,NC1COC1
-1716.14,NCC1(CO)CC1
-1421.83,CC(O)C1CN1
-1411.69,C=C1COC(=O)C1
-1194.16,C1=CCC=C1
-1452.8,CC1C(O)C1C#N
-1448.32,CO[C]([NH])N1CC1
-1778.08,CN1CC1(C)CN
-1449.37,CC1COC1C#N
-1628.88,CCCCC1CN1
-1230.57,C1=COCON=C1
-1509.18,CC1(C=O)CCO1
-1786.63,CC(N)C1NC1C
-1585.29,CC1=CC=CCO1
-1316.81,CC1CC(=O)N1
-1537.44,N=CN1C=CCC1
-1901.27,CN(C)C1CCC1
-1551.59,NCc1ccc[nH]1
-1716.28,CC1C(N)C1(C)O
-1794.29,C1CNCCNC1
-2045.98,CCC1CCC1C
-1550.3,CC1(CO)CC1
-1384.73,NCC1OC=CO1
-1532.44,C#CCOC1CC1
-1344.42,Cn1cc(O)cn1
-1659.01,C#Cc1cc[nH]n1
-1249.22,Cn1cccn1
-1246.86,C1=CC2CC1O2
-1571.53,CN1CC2OC2C1
-1533.39,N#CC1CC=CC1
-1261.18,CCC1(CN)CN1
-1766.74,CC#CC1NC1C
-1789.99,C=CC1CCNC1
-1776.93,CNCCC1CN1
-1430.45,NC1CC1[CH][N]O
-1446.35,OC12CNC(C1)C2
-1924.91,CC1(C)CC=CC1
-1564.9,CC1N=CNC1C
-1519.39,C=C(C)C1CC1C
-1305.81,C=Cc1cnsn1
-1728.49,CC1=CCCCO1
-1088.23,c1cc[nH]c1
-1367.72,C=C1OCC2OC12
-1352.2,O[N][CH]C1CCO1
-1647.96,CC12CC=CC1N2
-1478.95,O=Cn1cccc1
-1527.09,OC1CC=COC1
-1344.98,CC1C=CC2NC12
-1500.36,C1COC2CC2O1
-1420.82,C=C1CCOC1
-1485.27,Cc1[nH]ccc1O
-1848.97,CC(C)(O)C1CC1
-925.91,N#CC1CN1
-1405.83,O=C1C=COCC1
-1159.62,C1=NOC2CC2O1
-1551.13,NCc1cc[nH]c1
-1328.72,N#CC1=CCCO1
-1200.27,O=C(NO)C1CC1
-1017.37,CN1CC1
-1583.94,CC1=CC=COC1
-1479.66,NC(=O)CC1CN1
-1648.21,NC1C2CCC1N2
-1634.05,COC1(C)COC1
-1496.52,CC1=CCNC1=O
-1681.39,CCC1CC(N)C1
-1370.35,OC1C=CC2OC12
-1622.07,C1C2CC2N2CC12
-1445.25,CCc1cccs1
-1341.07,N=C1COC=CN1
-1631.67,CN1CCCC1
-1673.08,CC1=NCCN1C
-1846.64,CCC1CC1(C)O
-1914.95,NCCC1CCC1
-1704.5,COCCC1CN1
-1779.34,CC1(C2CC2)CN1
-1696.44,C=COC1CC1C
-1480.93,CNCC1CN1
-2045.79,CCC1C(C)C1C
-1202.77,C=Cc1nnco1
-1726.63,CC1CC=CC1O
-1719.54,CC1(N)CC(O)C1
-1511.29,C=C(C#N)C1CC1
-1416.05,NCC1COC1
-1545.29,CCC1CC(=O)O1
-1289.21,[CH2][N]N1CC1C=O
-1916.19,CC1C(N)CC1N
-1223.24,OC1C2N=CNC12
-1328.6,CC1CN1C(N)=S
-1849.25,CC(O)C1(C)CC1
-1227.18,OC1C=COC1
-1525.59,CC1(O)CCC1=O
-1660.1,CC1(C)C=NN=C1
-1458.68,O=C1CC2CC2N1
-1576.45,C=CC1CC(=O)C1
-1626.8,CN1CC1C1CN1
-1499.33,C1OC2CC(C2)O1
-1411.36,O=C1CC=CCO1
-1657.91,C=C1C=CCC1N
-1604.22,CC1CC1NC=O
-1409.99,C#CC1NC1C=O
-1535.36,C#CC1CC1OC
-1612.12,C#CC1CC1NC
-1767.64,CC1CN1CCN
-1606.14,C#CCCN1CC1
-1659.71,CNC(=N)C1CC1
-1672.03,CCN1C=NCC1
-1231.52,O=C1C=CCNC1
-1351.03,C=C1CO[C]([NH])N1
-1573.84,C=C(C=O)C1CC1
-1431.6,C=C1C=NOCC1
-1185.2,Oc1cc[nH]c1
-1407.52,O=C1OCC2CC12
-1590.76,C=C1OCC=C1C
-1239.22,O=C1CCNCC1
-1558.06,CC1CC1[CH][N]O
-1238.37,CC1(C)CC(N)C1
-1719.74,NCCOC1CC1
-1475.58,O=CC1CNC1=O
-1509.52,C1=CCNN=CC1
-1643.1,Cc1cc(O)sn1
-1696.51,C1CC(C2CC2)O1
-1625.21,[CH2][N]NC1CCC1
-1493.76,CC1=CCC=C1
-1148.05,[CH]1N[N][C]2CO[C]12
-1159.33,O=C1NCC2NC12
-1771.69,C=C1CC=NNC1
-1553.26,CC1CCC1O
-1373.02,C#CC1(C)CCC1
-1437.1,OC1CCNC1
-1782.73,CC1(N)CC1CN
-1917.42,C1=CC2CC2CC1
-1492.56,C1C2NC2C2CN12
-1454.38,CC1CC1C
-1697.45,OC1CC1C1CC1
-1712.62,OC1C2CCC1C2
-1441.21,C=CC1NCC1=O
-1650.28,C1=CC2NC2CC1
-1159.08,N#Cc1cn[nH]c1
-1321.55,ON=C1C=CCC1
-1451.61,Cc1ccsc1O
-1552.82,CC1C=NN(C)C1
-1321.05,O=C1OCC2CN12
-1356.0,N#CC1CN1C=O
-1464.77,C=CCN1CC1
-1346.82,C=C1NC(=N)CO1
-1126.99,N#CC1=NN=CC1
-1405.43,C1C2NC1C1OC21
-1512.15,CC1OCC1C=O
-1335.73,C1NC1C1CN1
-1418.62,CC1CC1C=O
-1413.02,C#CC1CC1C=O
-1716.78,CC1OCC1CN
-1609.34,C#CCNC1CC1
-1262.72,C1NC1C1CO1
-1914.06,C=CC1CCCN1
-1711.57,CC12CCC(C1)O2
-1342.69,CC1C(O)C1O
-1790.48,CCC1NC1C#N
-1761.47,C=CC(=C)C1CC1
-1769.81,CC1CC=NNC1
-1483.68,Cc1ccc(O)[nH]1
-1785.13,CCC1C=CC=C1
-1258.68,Cc1nocc1O
-1363.56,N=CNC1CC1
-1326.7,[CH2][N]NC1CC1
-1910.13,CNC1(C)CC1C
-1441.97,ON=C1CCCC1
-1661.78,CC1=CC=CC1C
-1556.12,CC1=NCC(C)N1
-1461.01,O=C1C=NNCC1
-1483.67,C#CC1CNC1=O
-1412.01,CN1CC1CO
-1369.47,C=CC1OC=CO1
-1517.23,N#CC1NC1C=O
-1262.96,N#CC1C=NNC1
-1555.23,C=CC(O)C1CN1
-1732.6,CC1CNCC1O
-1917.14,CC1CC1(C)CN
-1467.55,N=CN1CC(=O)C1
-1727.3,CC1=CC(C)CO1
-1838.29,CC(C)OC1CC1
-1642.19,OCCC1CC1O
-1382.22,[NH][CH]N1CC1CO
-1847.87,CCCC1(O)CC1
-1725.97,OCC1=CCCC1
-1610.96,CCC1CNC1=O
-1718.37,CC1(CN)CCO1
-1248.57,COc1ccon1
-1244.44,ON=C1C=COC1
