measured log solubility in mols per litre,molecules
-3.24,CC(=O)Nc1cc(NS(=O)(=O)C(F)(F)F)c(C)cc1C
-2.67,Oc1ccc(Cl)c(Cl)c1Cl
-3.19,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1
-6.2,Nc1cc2c3ccccc3ccc2c2ccccc12
-4.6,c1ccc2c(c1)oc1ccccc12
-4.64,CCCCCc1ccccc1
-1.21,Cc1ccc(N)cc1
-4.25,CCC1CCCCC1
-4.0,Cc1cc(C)c(C)c(C)c1C
-3.61,N#Cc1cc(I)c(O)c(I)c1
-4.64,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl
0.81,Oc1cccc(O)c1
-3.592,CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1
-2.35,CCOc1ccc(NC(C)=O)cc1
-1.78,CC(=O)Nc1ccc(F)cc1
-1.877,CN1CC(O)N(c2nnc(C(C)(C)C)s2)C1=O
-5.82,O=[N+]([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
-2.73,CCc1cccc(C)c1N(C(=O)CCl)C(C)COC
-6.49,CCCN(CCC)c1c([N+](=O)[O-])cc(C(C)C)cc1[N+](=O)[O-]
-4.0,Clc1cccc(Cl)c1Cl
-2.67,Fc1cccc(Br)c1
-2.82,Cc1cccc(C)c1
-3.21,Clc1cccc(Br)c1
0.522,Nc1nc[nH]n1
-1.79,Oc1c(Cl)cccc1Cl
-4.19,CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC
-4.57,COP(=S)(OC)Oc1ccc(SC)c(C)c1
-2.48,CC(C)N(C(=O)CCl)c1ccccc1
-6.144,CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC
-5.27,CC(=O)C1(C)CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC21C
-0.59,CC1CO1
-6.62,COP(=S)(OC)Oc1cc(Cl)c(I)cc1Cl
-3.31,Cc1ccc(C)c(C)c1
-1.56,C=CCc1ccc(O)c(OC)c1
-4.04,COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(C)c1
-2.523,CCC(C)n1c(=O)[nH]c(C)c(Br)c1=O
-4.48,Clc1cc(Cl)cc(Cl)c1
-2.51,FC(F)(F)c1ccccc1
-2.55,O=[N+]([O-])c1ccccc1Cl
-3.54,Brc1cccc(Br)c1
-1.85,COc1ccccc1
-1.34,Oc1cc(Cl)cc(Cl)c1
-5.752000000000001,CCOP(=S)(CC)Oc1cc(Cl)c(Cl)cc1Cl
-1.6,CN(C)C(=O)Nc1ccccc1
-5.65,Clc1cc(Cl)c(Cl)c(Cl)c1Cl
-0.74,O=[N+]([O-])c1ccc(O)cc1
-3.26,CCc1cccc(CC)c1N(COC)C(=O)CCl
-2.86,Cc1cc(Cl)ccc1N=CN(C)C
-5.56,Clc1cc(Cl)c(Cl)cc1Cl
-2.05,Cc1cc(C)c(O)c(C)c1
-4.56,Brc1ccc(I)cc1
-1.37,Nc1cccc(Cl)c1
-5.35,CC(=O)OC1(C(C)=O)CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC21C
-2.17,CCOc1ccc(NC(N)=O)cc1
-4.06,CCCCc1ccccc1
-0.85,OCc1ccccc1OC1OC(CO)C(O)C(O)C1O
-2.7,Fc1ccccc1Br
-2.296,O=c1[nH]cnc2nc[nH]c12
-3.55,Clc1cccc(I)c1
-1.0,N#Cc1ccccc1
-4.28,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
-3.1,Oc1c(Cl)cc(Cl)c(Cl)c1Cl
-5.53,CCCCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-]
-0.7,Oc1cccc(Cl)c1
-3.33,N#Cc1cc(Br)c(O)c(Br)c1
-4.194,CCOP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C
-3.2,O=[N+]([O-])c1ccc(Cl)c(Cl)c1
-1.96,COc1ccccc1[N+](=O)[O-]
-2.41,CC(C)(C)c1ccc(O)cc1
-6.176,c1cc2ccc3cccc4ccc(c1)c2c34
-2.616,CCOC(=O)c1ccc(N)cc1
-3.66,CC(C)(C)c1ccccc1
-2.77,O=[N+]([O-])c1cccc(Cl)c1
-3.03,CCN(CC)c1ccccc1
-0.85,Cc1cccc(N)c1
-4.63,c1cc2c3c(cccc3c1)CC2
-1.24,COC(=O)c1cc(O)c(O)c(O)c1
-2.111,O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl
-2.89,O=[N+]([O-])c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1
-1.96,Nc1ccccc1[N+](=O)[O-]
-2.982,O=C1NC(=O)C2(CCCCCCC2)C(=O)N1
-0.742,COC(=O)c1ccccc1OC1OC(COC2OCC(O)C(O)C2O)C(O)C(O)C1O
-6.57,Cc1cc2c3ccccc3ccc2c2ccccc12
-2.932,O=C1NC(=O)C2C=CC=CC12
-1.28,CNc1ccccc1
-1.19,O=Cc1ccccc1
-2.46,COc1ccccc1Cl
-2.19,Nc1cccc([N+](=O)[O-])c1
0.35,OC1C(O)C(O)C(O)C(O)C1O
-3.77,Cc1ccc(C(C)C)cc1
-4.522,COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl
-2.92,O=[N+]([O-])c1ccc(Cl)cc1
-1.4,Cc1cc(C)cc(O)c1
-3.28,CCc1ccccc1CC
-4.37,c1ccc2c(c1)CCCC2
-2.696,CCC1(C2=CCC3CCC2C3)C(=O)NC(=O)NC1=O
-3.893,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O
-1.8,O=[N+]([O-])c1ccccc1
-0.17,Oc1ccc(O)cc1
-3.38,CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O
-1.52,Nc1ccccc1Cl
-4.76,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-]
-0.95,NC(=O)NCc1ccccc1
-0.68,Cc1cccc(O)c1
-2.617,C#CC(C)OC(=O)Nc1cccc(Cl)c1
-3.536,CC(C)c1ccc(NC(=O)N(C)C)cc1
-2.34,Oc1c(Cl)cc(Cl)cc1Cl
-0.41,Nc1ccccc1
-3.15,Oc1cc(Cl)c(Cl)c(Cl)c1Cl
-0.44,OC1CCCCC1
-1.83,CCNC(=O)C(C)OC(=O)Nc1ccccc1
-2.404,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1
-3.37,Oc1c(Cl)c(Cl)cc(Cl)c1Cl
-4.445,O=c1oc2ccccc2c(O)c1C(CC(O)c1ccc(-c2ccc(Br)cc2)cc1)c1ccccc1
-3.1,O=[N+]([O-])c1ccccc1[N+](=O)[O-]
-2.8,Cc1ccccc1C
-3.52,Cc1ccccc1Cl
-4.432,COP(=S)(OC)SCC(=O)N(c1ccc(Cl)cc1)C(C)C
-1.06,Oc1ccccc1Cl
-2.692,CC(=O)Nc1ccc([N+](=O)[O-])cc1
-1.28,CC(=O)c1ccccc1
-3.03,CC1=CC(=O)c2ccccc2C1=O
-2.3,CCOP(=S)(OCC)Oc1ccc(S(C)=O)cc1
-2.35,CCOC(=O)c1ccccc1C(=O)OCC
-2.863,CNC(=O)Oc1ccccc1C(C)C
-2.41,COc1ccc([N+](=O)[O-])cc1
-4.15,CC(C)(C)Cc1ccccc1
-1.99,N=C(N)NS(=O)(=O)c1ccc(N)cc1
-1.29,Cc1cccc(C)c1O
-8.057,c1ccc2c(c1)ccc1c3ccccc3ccc21
-3.924,CON(C)C(=O)Nc1ccc(Br)c(Cl)c1
-2.12,Sc1ccccc1
-3.48,O=[N+]([O-])c1cccc(Cl)c1Cl
-3.38,CC(C)OC(=O)Nc1cccc(Cl)c1
-3.0,CCOC(=O)C=Cc1ccccc1
-1.66,COC(=O)c1ccccc1C(=O)OC
-2.452,CCCOC(=O)c1ccc(N)cc1
-3.0,CCC(=O)Nc1ccc(Cl)c(Cl)c1
-3.483,Cc1ccc(NC(=O)N(C)C)cc1Cl
-0.73,Cc1ccc(O)cc1
-3.4,CCSC(=O)N(CC)C1CCCCC1
-5.21,CCCCCCc1ccccc1
-4.77,CCCCN(C)C(=O)Nc1ccc(Cl)c(Cl)c1
