mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv,molecules
0.2647,81.51,-0.2495,0.082,0.3315,1049.5544,0.201234,-313.082578,-313.074355,-313.073411,-313.114711,32.571,CC1CC2CC2(C)C1
0.8909,80.48,-0.247,-0.0063,0.2406,1350.4589,0.159488,-419.273942,-419.264677,-419.263732,-419.308621,33.494,CN=C1CC(C)C(=O)N1
0.9574,78.78,-0.2406,0.0847,0.3253,1188.7532,0.198808,-350.198443,-350.189173,-350.188229,-350.232414,34.549,CCOC1(C)CCC1
2.9697,69.19,-0.254,0.0513,0.3054,1483.0974,0.146131,-476.248764,-476.239159,-476.238215,-476.284464,35.073,NC(=O)OCC1(O)CC1
1.204,83.21,-0.2477,0.0792,0.3269,1052.4496,0.18094,-387.033285,-387.024358,-387.023414,-387.065885,35.38,CC12CC3(O)C1CC23C
5.3173,76.32,-0.2509,-0.0155,0.2353,1270.9093,0.123651,-396.92209,-396.912867,-396.911923,-396.956562,32.628,CNC1CC1(C#N)C#N
1.598,78.28,-0.2374,0.0826,0.32,1149.2025,0.198947,-350.204527,-350.195035,-350.194091,-350.239065,34.729,CCC1OC(C)C1C
4.9531,71.51,-0.2009,0.0213,0.2222,1204.6542,0.136838,-455.140287,-455.131714,-455.13077,-455.173762,31.946,Nc1oncc1CCO
3.5053,79.13,-0.2008,0.0312,0.232,1164.1322,0.150908,-398.149166,-398.141576,-398.140632,-398.181131,29.19,CN1Cc2nc[nH]c2C1
4.5781,71.52,-0.2668,0.0038,0.2706,1231.2682,0.112376,-416.73764,-416.730189,-416.729245,-416.769755,28.107,N#CC1C2N1CC21CO1
3.8923,73.1,-0.2409,0.007,0.2479,1051.3293,0.135188,-421.760157,-421.752411,-421.751467,-421.792708,29.447,COC12CC3C1C(=O)C32
1.0226,82.36,-0.2448,0.0702,0.315,1504.3236,0.206045,-425.429541,-425.419702,-425.418758,-425.464949,36.312,COCC1CCC(O)C1
2.5425,68.64,-0.2423,-0.0076,0.2347,1004.5851,0.124754,-437.86921,-437.861644,-437.8607,-437.901444,29.643,NC(=O)C12C=CC(C1)O2
4.9424,76.57,-0.1956,-0.0243,0.1714,1068.3208,0.126762,-434.123888,-434.115874,-434.11493,-434.156535,30.075,Cn1cc[nH]c(=O)c1=N
2.6548,68.26,-0.283,-0.073,0.2101,1157.0441,0.098754,-432.777185,-432.768941,-432.767997,-432.811045,29.39,C#CC(C)c1nnon1
3.2935,76.45,-0.2593,0.0097,0.2689,1117.1541,0.14947,-398.143638,-398.135692,-398.134748,-398.176633,29.943,CC1(n2cncn2)CC1
3.3153,74.35,-0.2391,-0.0221,0.217,1054.8713,0.160403,-423.021291,-423.013429,-423.012485,-423.054172,29.769,O=CC1OCC2CCC21
2.5236,85.29,-0.2458,-0.06,0.1858,1585.7901,0.180111,-420.435085,-420.424375,-420.423431,-420.471231,38.623,CCC(C)N=C(N)C=O
8.4062,75.08,-0.2123,-0.0852,0.1271,1234.3429,0.122104,-475.005966,-474.996597,-474.995652,-475.040588,32.406,C[NH2+][C-](C=O)C(=O)C=O
5.5568,65.4,-0.2453,-0.0296,0.2157,1058.2726,0.101226,-470.072037,-470.064071,-470.063127,-470.10505,28.57,CC(=O)n1nc[nH]c1=O
1.3097,86.66,-0.2291,0.0241,0.2531,1380.3869,0.183523,-387.090359,-387.081288,-387.080344,-387.124708,34.177,OCC1C=CCC=CC1
3.992,62.31,-0.2817,-0.0422,0.2395,1116.974,0.089502,-489.955548,-489.947906,-489.946962,-489.988447,26.825,N=C1CN(C=O)C(=O)O1
2.3127,78.18,-0.2362,0.0644,0.3007,1150.4566,0.181972,-424.179544,-424.170434,-424.169489,-424.213738,33.562,COC1C(C)C2OCC12
2.3278,77.05,-0.2172,0.0045,0.2217,1052.3176,0.148113,-401.876634,-401.869205,-401.86826,-401.908041,30.443,CC1=CC2(O)C3NC2C13
4.435,65.87,-0.2791,0.0051,0.2842,1093.4296,0.114763,-454.00194,-453.994124,-453.99318,-454.035048,28.459,N#CC1CCOC(=O)N1
1.5907,71.6,-0.1873,0.0415,0.2288,992.6093,0.143542,-360.064582,-360.056204,-360.05526,-360.097327,30.188,CNc1n[nH]cc1C
2.6352,80.28,-0.2426,-0.0243,0.2182,1358.2618,0.178905,-424.223787,-424.213704,-424.212759,-424.259125,37.173,CC(C)OC1(C=O)CC1
1.8944,75.57,-0.2303,-0.0368,0.1935,1088.5028,0.13236,-421.781438,-421.772016,-421.771072,-421.815794,34.03,C#CC1(OC)CCC1=O
1.7357,69.6,-0.2386,0.0753,0.3139,743.7032,0.157106,-347.787641,-347.781601,-347.780657,-347.817939,24.662,C1CC2OC3CC1C23
4.0479,85.97,-0.2892,0.0346,0.3238,1381.9239,0.192774,-367.225089,-367.215032,-367.214088,-367.259971,37.833,CC(C)(CC#N)C1CC1
3.1173,77.11,-0.2261,0.0074,0.2335,1462.5055,0.158413,-419.18427,-419.174773,-419.173828,-419.219119,34.179,CN1CC(C(O)C#N)C1
3.882,89.68,-0.2367,-0.0129,0.2238,1817.6748,0.16839,-403.155457,-403.144303,-403.143359,-403.193523,37.645,CCC#CC(=O)N(C)C
0.9741,87.86,-0.2354,0.024,0.2593,1201.2198,0.206849,-388.298211,-388.288981,-388.288037,-388.331863,35.669,CC1C=CC(C)COC1
2.7514,74.16,-0.2298,0.0081,0.2379,1302.0997,0.138667,-414.175747,-414.168001,-414.167057,-414.209347,28.315,c1nc(CN2CC2)n[nH]1
2.9419,74.64,-0.2351,0.0143,0.2495,895.6822,0.151485,-401.929308,-401.922993,-401.922049,-401.959585,27.047,C1=CC2OC(C1)C1NC21
2.2755,75.92,-0.2248,0.0656,0.2904,1039.6075,0.156947,-422.970476,-422.96168,-422.960736,-423.003199,34.119,CC12CC3C(C)(O1)C32O
2.6902,58.39,-0.2821,0.0057,0.2878,863.9053,0.095619,-398.532688,-398.526238,-398.525294,-398.563349,24.623,N#CC1C2OC1C2O
2.5201,69.69,-0.2543,-0.0232,0.2311,922.0771,0.113326,-416.757501,-416.750247,-416.749303,-416.788831,28.935,N#CC1(N)C2C=CC1O2
4.3884,79.98,-0.2408,0.0078,0.2487,1084.1507,0.161106,-382.086972,-382.078453,-382.077509,-382.11996,32.451,CC1C=CCNC1C#N
2.1315,71.75,-0.2569,0.0592,0.3161,1807.7637,0.179504,-498.479392,-498.468127,-498.467183,-498.516323,39.92,OCCC(O)C(O)CO
3.7185,74.29,-0.248,-0.0224,0.2256,1325.3692,0.157453,-456.38592,-456.37593,-456.374986,-456.42089,36.661,CC(C)(O)C(=N)NC=O
1.0782,71.8,-0.2263,-0.0261,0.2003,1155.3187,0.11288,-461.986512,-461.978832,-461.977887,-462.018726,29.184,Cc1cc(F)cnc1O
3.2312,71.13,-0.2564,0.081,0.3374,1132.3832,0.16021,-460.140352,-460.132274,-460.13133,-460.173117,31.228,OCC1OCC2CC2O1
4.707,75.78,-0.2532,-0.0213,0.2318,1070.169,0.135705,-418.002588,-417.994233,-417.993289,-418.035833,30.766,CC1C2C(=N)N(C=O)C12
4.713,70.03,-0.2596,-0.0413,0.2183,1877.401,0.12126,-475.078801,-475.069023,-475.068079,-475.115767,32.242,O=CCCC(=O)NC=O
2.3085,67.13,-0.235,0.0599,0.2949,977.3946,0.134457,-458.894952,-458.886868,-458.885924,-458.92704,31.832,CC12OC3C(C1O)C32O
1.7772,76.85,-0.2328,0.0033,0.2361,934.2338,0.161618,-385.867866,-385.861053,-385.860109,-385.898499,29.07,CC1C2C=CC1C1OC21
3.9231,79.96,-0.2399,0.012,0.2519,1232.1342,0.17011,-403.156231,-403.147045,-403.1461,-403.190291,34.544,CCC1C2C(=O)NC12C
2.1572,68.13,-0.2398,-0.0471,0.1927,1019.942,0.113832,-453.94764,-453.9401,-453.939156,-453.97997,28.351,N=C1NCC(=O)C2OC12
2.0401,84.88,-0.2409,0.0738,0.3148,1368.3526,0.206352,-388.258731,-388.24947,-388.248526,-388.293576,34.421,CC1CCC1C1COC1
4.1225,79.01,-0.3095,0.0443,0.3538,1258.1635,0.186916,-329.15972,-329.149725,-329.148781,-329.194249,36.188,CCCC(C)(C)C#N
1.8614,84.28,-0.2525,0.0768,0.3293,1177.4356,0.208917,-388.286507,-388.278249,-388.277305,-388.319077,33.313,C1CCCC2OC2CC1
2.7336,77.83,-0.2275,-0.0234,0.204,1120.2915,0.157434,-423.014927,-423.00602,-423.005075,-423.048179,33.997,CC1CC2(O)CC12C=O
1.2217,77.25,-0.2377,0.0803,0.318,912.5324,0.161808,-385.851119,-385.844478,-385.843534,-385.881582,28.703,OC12C3CC4CC1C2C43
1.4757,76.86,-0.2459,0.0395,0.2854,1191.6712,0.146601,-401.862489,-401.853802,-401.852858,-401.896217,32.487,C#CCC1OCC12CN2
4.3445,67.87,-0.2653,0.0294,0.2947,1063.9083,0.144039,-363.884357,-363.876721,-363.875777,-363.917159,27.421,N#CCC1CCOC1
4.8004,67.05,-0.2863,0.0138,0.3001,1021.4613,0.115717,-362.635333,-362.62622,-362.625276,-362.669038,32.152,C#CC(C#N)C(C)O
5.6079,87.91,-0.2387,-0.0427,0.196,1838.8976,0.136121,-380.827502,-380.818695,-380.817751,-380.862386,31.1,N#CC#CCN1CCC1
3.3164,75.93,-0.2341,-0.0084,0.2257,1234.0862,0.15949,-423.044679,-423.036136,-423.035192,-423.07802,32.466,O=C1CCC2(CO)CC12
2.7926,81.44,-0.2534,0.0688,0.3222,1216.0945,0.203247,-425.4186,-425.408081,-425.407137,-425.453278,40.039,CC(C)C1(O)CCC1O
2.118,65.6,-0.2607,0.0685,0.3292,859.9324,0.138115,-458.959255,-458.952768,-458.951824,-458.989706,27.336,OC12CC3OC(C1)C2O3
2.6406,73.24,-0.2551,-0.0186,0.2364,1164.8261,0.11264,-416.751979,-416.743675,-416.742731,-416.785614,30.296,C#CC(N)c1ccno1
3.5198,71.42,-0.237,-0.0418,0.1952,833.841,0.13172,-346.633583,-346.626819,-346.625875,-346.664468,26.285,O=C1C=CCC12CC2
2.1276,71.38,-0.1862,-0.0258,0.1604,829.3866,0.109508,-378.75845,-378.7518,-378.750856,-378.788921,26.35,N=c1occcc1N
2.4783,79.5,-0.2306,0.0779,0.3084,1365.5489,0.170843,-403.062428,-403.0541,-403.053156,-403.096147,31.621,C1CN1CC12COC1C2
2.5434,68.31,-0.2566,-0.0059,0.2507,885.7712,0.094402,-361.395436,-361.38861,-361.387666,-361.426337,26.212,C#CC12CC1C(=N)O2
2.3924,79.7,-0.2546,0.0454,0.3001,1339.745,0.178888,-424.190347,-424.179547,-424.178603,-424.225887,40.21,C#CCC(O)(CC)CO
2.7327,69.3,-0.2576,-0.0312,0.2264,935.9274,0.126731,-437.909723,-437.902854,-437.90191,-437.941102,26.835,O=C1OC=NC2CC1C2
1.4136,78.86,-0.2574,0.0764,0.3338,1268.5457,0.198991,-350.197849,-350.1882,-350.187255,-350.232347,35.803,CCC1CC1C(C)O
2.4785,69.05,-0.1903,0.0064,0.1967,1190.9814,0.125029,-471.185362,-471.176281,-471.175337,-471.219561,32.853,Nc1onc(CO)c1N
4.038,66.56,-0.3052,-0.0793,0.2259,1188.1387,0.078409,-431.686754,-431.679182,-431.678238,-431.71985,26.247,N#CC1=NCC(C#N)O1
1.2903,69.77,-0.2574,-0.029,0.2283,1160.9565,0.121901,-474.931758,-474.923089,-474.922145,-474.965425,32.054,ON=C1C(O)CC12CO2
1.635,83.49,-0.2311,0.0286,0.2597,1104.5297,0.184833,-387.121776,-387.113717,-387.112772,-387.154579,31.521,CC1=CCC2OCCC12
4.5239,67.21,-0.235,0.0164,0.2514,927.8239,0.126268,-437.883466,-437.876657,-437.875713,-437.914841,27.08,O=C1NC2C1OC1CC12
2.9208,85.82,-0.2496,-0.0206,0.229,2856.4261,0.20233,-425.435522,-425.424035,-425.423091,-425.474366,38.579,CCOCCCCC=O
3.6826,79.49,-0.2139,0.0315,0.2454,1195.7877,0.184543,-420.44226,-420.433151,-420.432207,-420.476079,34.354,CC1CNCC(=O)N1C
4.7271,71.86,-0.2753,0.0072,0.2826,1619.9264,0.13403,-455.14601,-455.136046,-455.135102,-455.182633,34.006,N#CCC(O)COC=N
1.7579,77.36,-0.2548,0.0503,0.3051,1277.7552,0.173522,-348.975792,-348.965712,-348.964767,-349.010516,36.737,C#CCC(O)C(C)C
2.7405,75.83,-0.2437,-0.0163,0.2274,1506.2881,0.178935,-461.357633,-461.346475,-461.345531,-461.394585,39.017,CC(CO)C(C=O)CO
1.5558,82.51,-0.2411,0.0811,0.3222,1221.8836,0.206303,-425.429117,-425.419912,-425.418968,-425.46261,35.911,CC1OCCCOC1C
1.2661,75.47,-0.2231,0.0567,0.2798,1035.2619,0.15605,-422.940523,-422.931673,-422.930729,-422.973138,34.724,CC1(O)C2C3OC3C21C
2.7961,70.78,-0.2715,-0.0081,0.2634,1118.5535,0.122591,-437.864524,-437.855977,-437.855033,-437.897614,31.78,CC12OC1(C#N)CC2O
1.4997,80.37,-0.223,-0.0368,0.1862,1229.0013,0.144531,-401.891292,-401.881783,-401.880839,-401.926183,34.22,C#CC1(C=O)CN(C)C1
5.1631,79.69,-0.2374,0.0127,0.2501,1162.1292,0.148461,-398.104411,-398.095984,-398.09504,-398.138043,30.563,Cc1nnn2c1C(C)C2
1.3174,83.29,-0.2384,0.02,0.2584,1071.7054,0.184547,-387.100106,-387.092079,-387.091135,-387.132574,31.822,CC1OC2CCC=CC12
1.0115,77.22,-0.1993,-0.0207,0.1786,870.3473,0.136786,-384.58027,-384.573882,-384.572938,-384.610393,27.83,OC12C=C3CC4C3C1C42
4.3137,72.89,-0.2424,-0.0219,0.2205,1181.4581,0.149078,-439.145718,-439.137362,-439.136418,-439.179366,30.852,O=CC1CCCNC1=O
6.8847,55.03,-0.2424,0.0031,0.2454,970.5388,0.101616,-377.813815,-377.806412,-377.805467,-377.845845,25.706,[NH2+]=CNCC(=O)[O-]
1.3996,72.76,-0.1759,0.0505,0.2264,1254.2155,0.13628,-455.146453,-455.137227,-455.136282,-455.180137,33.88,COc1coc(N)c1N
0.208,100.4,-0.2379,0.062,0.2999,2508.1059,0.226417,-352.350214,-352.338199,-352.337255,-352.389748,42.1,CCCC#CC(C)CC
1.8378,78.35,-0.2488,0.0294,0.2782,1264.2334,0.168568,-440.313596,-440.303785,-440.302841,-440.3487,35.463,CN=C1COC(C)(C)O1
0.5444,70.83,-0.2609,-0.0165,0.2444,1500.1457,0.139234,-401.03967,-401.030229,-401.029285,-401.074853,31.681,CCC(=O)OC=NC
2.33,66.32,-0.2782,-0.0445,0.2336,1095.8833,0.100267,-473.83653,-473.828891,-473.827947,-473.869164,27.575,CN=C1OC(=O)C2OC12
3.0395,68.97,-0.2477,-0.0454,0.2022,1074.8069,0.132571,-458.955323,-458.946171,-458.945227,-458.990341,31.939,CC1OC(C=O)C1C=O
0.2683,88.26,-0.2343,0.0143,0.2486,1036.1579,0.185117,-349.884232,-349.876923,-349.875979,-349.9155,30.803,CC1C=CC23CC(C2)C13
3.6141,68.66,-0.2468,-0.0276,0.2192,1022.9391,0.124969,-437.921362,-437.91371,-437.912766,-437.953903,28.84,O=CC1C(=O)NC2CC21
1.5466,55.52,-0.2031,0.022,0.2251,712.6786,0.10476,-336.838171,-336.831746,-336.830802,-336.868507,22.784,CNc1nc[nH]n1
2.5201,72.08,-0.2629,0.0101,0.273,1006.5445,0.147783,-439.068665,-439.060374,-439.05943,-439.101609,31.494,CC1C(O)C2C(=N)OC12
1.624,72.38,-0.2502,-0.0345,0.2157,1188.8397,0.156118,-460.167307,-460.157445,-460.1565,-460.202104,35.637,CC1OC(C)(CO)C1=O
2.0017,81.53,-0.2235,0.0039,0.2274,930.635,0.149903,-364.689825,-364.683575,-364.682631,-364.720018,26.846,C1=CC23C(C1)C1C2CN13
2.1832,82.12,-0.2187,-0.0529,0.1657,1312.7611,0.136177,-414.215665,-414.206587,-414.205642,-414.250576,31.565,CNc1ncc(C)nn1
3.6157,77.32,-0.2324,-0.0721,0.1603,1074.5055,0.125698,-400.675878,-400.669202,-400.668258,-400.707141,26.347,O=CC1=CC2C3CN2C13
1.0049,77.6,-0.2384,0.0236,0.262,1108.8999,0.178178,-349.012516,-349.004411,-349.003466,-349.045137,30.483,COC1C=CCCC1
2.3213,74.23,-0.2711,-0.0585,0.2126,1684.8691,0.112596,-413.016044,-413.006512,-413.005568,-413.051758,32.273,N#CCCNC(=N)C#N
1.3334,81.35,-0.2277,0.0868,0.3145,946.8797,0.173702,-365.968478,-365.961625,-365.960681,-365.999224,28.999,CC12C3C4CC3C1N2C4
2.4152,70.78,-0.2663,-0.0429,0.2234,1347.2962,0.145424,-476.274429,-476.264463,-476.263519,-476.309592,35.212,CC(O)C(=O)N(C)C=O
4.8282,71.99,-0.1974,-0.0436,0.1538,1127.5427,0.101105,-477.986745,-477.979087,-477.978142,-478.018853,29.332,N=c1occ(N)cc1F
2.171,78.59,-0.2543,0.0758,0.3301,1275.612,0.179981,-424.192272,-424.182432,-424.181488,-424.22706,36.059,CCC1(C2CO2)OC1C
1.1829,91.18,-0.2191,0.0835,0.3026,1609.0699,0.217491,-368.37549,-368.365821,-368.364877,-368.410655,36.377,CCC1CN1C1CCC1
1.2628,76.43,-0.251,0.0517,0.3027,1019.2065,0.173101,-348.97823,-348.968169,-348.967225,-349.011986,37.768,C#CC(C)(C)C(C)O
1.0259,78.46,-0.2435,0.0736,0.3171,1226.6454,0.180408,-424.19277,-424.183012,-424.182068,-424.227003,36.366,CC1C(CO)C2(C)OC12
4.237,74.25,-0.2599,0.0104,0.2702,1792.7114,0.157364,-456.406866,-456.396371,-456.395426,-456.443763,36.433,CCCC(=N)OC(N)=O
2.7583,77.32,-0.241,-0.0118,0.2292,1400.8727,0.158084,-423.001443,-422.992498,-422.991554,-423.035997,32.392,COCC1C(=O)C2CC12
2.0492,75.54,-0.2182,0.0799,0.2981,1073.5079,0.14809,-401.836287,-401.829148,-401.828204,-401.868113,28.619,C1CN1C12CC3OC1C32
1.1501,79.29,-0.2208,0.0119,0.2327,1005.3516,0.161344,-385.865172,-385.858316,-385.857372,-385.895979,28.882,CC1OC2C3C=CC2C13
2.8367,69.02,-0.2239,-0.0065,0.2174,757.9197,0.132778,-346.617241,-346.611044,-346.6101,-346.647303,25.001,O=C1C2C=CCC1C2
2.4326,86.02,-0.2399,-0.0134,0.2265,1411.9594,0.181993,-387.095016,-387.08571,-387.084766,-387.129802,34.778,CC1CC1C(=O)C1CC1
1.5613,71.85,-0.2481,0.0206,0.2687,1046.2704,0.148293,-439.077524,-439.069531,-439.068587,-439.110032,30.559,CC1OC=NCC12CO2
2.4485,68.09,-0.2728,0.0003,0.2731,1343.1256,0.122582,-475.049697,-475.04071,-475.039766,-475.085883,30.802,CC(=O)OC1COC1=N
2.5999,76.86,-0.227,-0.0128,0.2142,1206.0262,0.157185,-423.005588,-422.99632,-422.995375,-423.03972,33.853,COC12CC1C(C)C2=O
3.8771,79.2,-0.2711,0.0207,0.2918,1188.167,0.169161,-403.156992,-403.147297,-403.146353,-403.191071,36.912,CC(C)(O)C1CC1C#N
2.3449,86.37,-0.2493,0.0342,0.2835,2431.1593,0.179817,-424.185898,-424.17468,-424.173736,-424.226226,37.989,CCC#CCOCCO
2.8811,78.71,-0.257,-0.0049,0.2521,1825.4137,0.134148,-417.959885,-417.949339,-417.948395,-417.99803,35.392,CNC(C#N)C#CCO
3.0255,76.84,-0.2152,0.0164,0.2316,1390.8902,0.146363,-439.101903,-439.092989,-439.092045,-439.137203,32.449,CC(C)N=c1occo1
3.4509,62.96,-0.2522,-0.1172,0.135,1053.4859,0.094294,-394.800659,-394.791937,-394.790993,-394.834876,28.884,CNC(=N)C(=O)C#N
2.9908,81.68,-0.2285,0.0314,0.2599,1103.5912,0.163285,-382.111696,-382.104172,-382.103228,-382.143699,29.279,CC1CCn2nccc21
1.7305,77.98,-0.2437,0.0741,0.3177,1136.6148,0.182976,-424.197874,-424.18923,-424.188286,-424.231147,33.037,COC1C2CC(C)C1O2
1.2922,82.59,-0.2052,0.0814,0.2866,1240.3909,0.171516,-365.892409,-365.884784,-365.88384,-365.924505,31.021,C1C2C1C1C2C1N1CC1
1.1444,74.26,-0.2455,0.0551,0.3006,930.4102,0.159966,-422.9364,-422.929032,-422.928088,-422.967825,29.97,CC1C2CC3OCC31O2
3.7243,80.62,-0.219,-0.0631,0.1559,1076.6214,0.114557,-416.88921,-416.88159,-416.880645,-416.921572,28.695,Nc1cccnc1C=O
3.8563,75.67,-0.2386,-0.0184,0.2202,1249.3277,0.147735,-401.884153,-401.876423,-401.875479,-401.9176,29.043,O=CCC1C2CC3C2N13
4.2499,77.07,-0.246,-0.0563,0.1897,1081.7683,0.159341,-423.066462,-423.057818,-423.056873,-423.099557,33.063,CC1(CO)CC=CC1=O
1.4297,66.43,-0.2364,0.0197,0.2561,820.244,0.117682,-362.570335,-362.562683,-362.561739,-362.60245,28.322,C#CC1C(O)C2CN12
1.1191,76.22,-0.2372,-0.0616,0.1756,1468.7211,0.168665,-440.347419,-440.336757,-440.335812,-440.383725,37.884,CCC(C)C(=O)C(N)=O
4.9075,69.8,-0.2333,-0.0445,0.1887,1103.8748,0.100816,-477.993236,-477.985536,-477.984592,-478.025877,27.994,Cn1ncc(=O)cc1F
3.1414,72.53,-0.1911,0.0122,0.2033,1117.5877,0.115913,-446.30736,-446.299518,-446.298574,-446.340107,29.552,N=CNc1nn[nH]c1N
1.3945,71.79,-0.252,0.0731,0.3251,838.7518,0.153655,-347.732402,-347.725211,-347.724267,-347.763233,28.72,CC1C2C3CC2C13O
1.7009,74.44,-0.2597,0.0876,0.3473,1012.2182,0.176785,-348.980283,-348.972132,-348.971188,-349.012777,31.019,CC1(C2CCC2)CO1
4.8786,65.73,-0.2317,-0.0916,0.1401,900.984,0.106306,-382.590202,-382.582737,-382.581792,-382.622229,26.694,CC1=CCC(=O)C1=O
1.4647,73.81,-0.2385,0.0793,0.3177,985.0386,0.16186,-423.021813,-423.014689,-423.013745,-423.053449,28.622,C1OC2CCC3CC32O1
1.3462,79.69,-0.244,-0.013,0.231,1583.577,0.177669,-424.279335,-424.268148,-424.267204,-424.317176,38.706,CC(=O)CC(C)C(C)=O
2.6172,75.09,-0.2394,0.0721,0.3115,1001.1651,0.158806,-422.976123,-422.967877,-422.966933,-423.00844,32.186,CC12CC1(O)C1COC12
0.1261,81.29,-0.2508,0.0801,0.3308,915.556,0.199869,-313.060386,-313.051848,-313.050903,-313.093594,33.177,CC12CCC1(C)CC2
2.665,61.2,-0.2391,-0.0259,0.2132,897.8043,0.130938,-420.877321,-420.870071,-420.869127,-420.909582,26.713,O=C1COCCOC1
4.0373,73.08,-0.2535,0.006,0.2595,1096.7924,0.135072,-417.974082,-417.965354,-417.96441,-418.007304,32.309,CC12CN1C(C#N)C2O
5.1819,66.16,-0.2483,0.0145,0.2628,1230.7044,0.11769,-399.804601,-399.795559,-399.794615,-399.840104,30.66,CC#CC([NH3+])C(=O)[O-]
4.65,80.28,-0.2693,0.0343,0.3036,1322.5852,0.170175,-403.142652,-403.133025,-403.132081,-403.177674,34.446,COCC1(C#N)CCC1
2.1229,75.24,-0.2354,-0.0295,0.2059,967.0441,0.146915,-401.89703,-401.889249,-401.888305,-401.928996,30.705,CC12C(=O)CN1C1CC12
2.1624,75.41,-0.2371,-0.008,0.2291,1077.6706,0.158697,-423.044639,-423.036296,-423.035352,-423.076964,33.115,CC12CC(O)(CC1=O)C2
2.2104,74.54,-0.2424,-0.0308,0.2116,995.9984,0.123992,-400.710649,-400.702892,-400.701948,-400.742997,29.847,C#CC1C2C(=O)CCN12
4.8375,62.08,-0.256,-0.0461,0.2099,1014.4504,0.100736,-473.839195,-473.83176,-473.830816,-473.871608,27.226,O=CC1NC(=O)C2OC12
1.4816,83.89,-0.2272,0.0886,0.3158,1634.3594,0.192991,-404.283232,-404.273494,-404.27255,-404.318827,35.487,COC1CC1CN1CC1
0.3143,92.61,-0.2406,0.0793,0.3199,1356.8963,0.228132,-352.343094,-352.332912,-352.331968,-352.377696,39.074,CCC12CC1C(C)C2C
1.5006,89.02,-0.2252,0.0251,0.2504,1290.6812,0.202923,-388.32253,-388.312198,-388.311254,-388.357264,39.063,CC1=CC(C)(C)OC1C
1.1342,78.26,-0.2428,0.0369,0.2797,980.0808,0.136835,-384.610729,-384.603737,-384.602792,-384.641859,28.68,C#CC12COC3C1CC32
4.5539,76.36,-0.2466,-0.0463,0.2004,1198.1607,0.157897,-423.070654,-423.061587,-423.060643,-423.105224,33.071,CC1CCC(=O)C1C=O
4.4301,75.1,-0.2566,0.013,0.2697,1133.4684,0.160271,-423.059307,-423.051295,-423.050351,-423.091809,31.312,CC1CC(=O)OC2CC12
1.4055,79.32,-0.2296,-0.0356,0.1939,1819.99,0.14439,-439.035598,-439.024756,-439.023812,-439.073858,36.252,CNC(C#CCO)C=O
1.8167,85.29,-0.2547,0.0745,0.3293,1307.7633,0.205551,-388.298262,-388.288971,-388.288027,-388.332339,36.023,CC1CC(C)C2(CO2)C1
3.5664,91.08,-0.2513,-0.0432,0.2081,1794.3431,0.17793,-387.097433,-387.086036,-387.085092,-387.136745,39.958,CC(=O)C#CC(C)(C)C
1.5664,85.07,-0.2362,0.0834,0.3196,1125.9911,0.204866,-388.299756,-388.290449,-388.289505,-388.332787,36.885,CC1C2(C)CCC1(C)O2
2.2421,75.33,-0.2329,0.0117,0.2446,1087.3822,0.160678,-423.030127,-423.022382,-423.021438,-423.062113,31.019,CC1=CC2OC1CC2O
3.8482,81.87,-0.2041,0.025,0.2291,1360.3308,0.150131,-398.151598,-398.143274,-398.14233,-398.185074,30.71,Cc1cnc(C2CN2)[nH]1
2.2648,62.3,-0.2415,0.0798,0.3213,846.1746,0.114122,-457.710342,-457.704349,-457.703405,-457.740608,24.761,C1OC12C1OC3C(O1)C32
4.6876,76.82,-0.2517,-0.0185,0.2332,1148.8255,0.135369,-418.006313,-417.997784,-417.996839,-418.039645,31.251,CC12CC1N(C=O)C2=N
2.4504,70.87,-0.2249,0.0546,0.2795,1010.4801,0.147768,-438.991965,-438.984117,-438.983172,-439.024311,30.548,OCC12OCC1C1NC12
1.2333,86.62,-0.2348,0.0747,0.3095,1246.0413,0.203606,-388.27166,-388.261667,-388.260723,-388.305419,38.922,CC1CC2(C)C1C2(C)O
1.9912,65.46,-0.2572,-0.0512,0.206,1080.5735,0.123454,-475.037148,-475.028473,-475.027529,-475.071692,31.037,NC(=O)C1(C=O)COC1
2.659,68.53,-0.1977,-0.0034,0.1944,832.4473,0.109812,-378.787816,-378.781104,-378.78016,-378.818217,26.595,Nc1ncccc1O
1.7667,84.36,-0.2314,0.0365,0.2679,1313.6589,0.147806,-364.718105,-364.709926,-364.708982,-364.752568,30.289,CC#CC1C2CC3C2N13
1.8039,65.91,-0.24,0.0036,0.2436,632.0367,0.122544,-325.46328,-325.458403,-325.457459,-325.491843,21.317,C1=CC2C3C1C1C2N31
3.4413,72.17,-0.245,-0.096,0.149,1801.872,0.119765,-475.022247,-475.012004,-475.01106,-475.060705,33.005,COC=NCC(=O)C=O
2.5949,68.61,-0.246,-0.0393,0.2067,1002.9324,0.125346,-437.900183,-437.892873,-437.891929,-437.932535,28.089,O=C1CC2NC(C1)C2=O
2.3967,68.99,-0.2575,-0.0676,0.1899,1030.51,0.112012,-457.765174,-457.757552,-457.756607,-457.797393,28.964,O=C1C=CC2(CO2)C1O
1.7924,82.98,-0.2374,0.0814,0.3189,1424.6817,0.191866,-404.304425,-404.294413,-404.293468,-404.339753,36.788,CC1OC1(C)CN1CC1
